0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
0.0,0.0,0.0,0.0,1.0,99999.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,688.0,39074.0,59541.0,697.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,39.0,2813.0,45066.0,49257.0,2790.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,3.0,166.0,5498.0,43786.0,45059.0,5308.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,14.0,433.0,7859.0,41678.0,41757.0,7794.0,453.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0,30.0,836.0,9773.0,39275.0,39322.0,9922.0,817.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6.0,66.0,1338.0,11405.0,37167.0,37170.0,11466.0,1315.0,66.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8.0,126.0,1893.0,12730.0,35225.0,35371.0,12637.0,1862.0,143.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10.0,224.0,2427.0,13826.0,33548.0,33617.0,13649.0,2454.0,234.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25.0,365.0,3055.0,14339.0,32246.0,32207.0,14324.0,3065.0,346.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36.0,497.0,3670.0,14747.0,31059.0,31015.0,14781.0,3696.0,457.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66.0,676.0,4144.0,15214.0,29811.0,30032.0,15170.0,4154.0,670.0,59.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,843.0,4631.0,15674.0,28750.0,28864.0,15480.0,4714.0,846.0,92.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
140.0,1041.0,5209.0,15700.0,27893.0,27919.0,15754.0,5114.0,1089.0,126.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
181.0,1277.0,5598.0,15914.0,26962.0,27127.0,15908.0,5555.0,1272.0,183.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
252.0,1439.0,5989.0,16037.0,26156.0,26404.0,16008.0,5973.0,1471.0,221.0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
317.0,1700.0,6288.0,16041.0,25595.0,25613.0,16077.0,6280.0,1729.0,300.0,26.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
400.0,1978.0,6582.0,15918.0,25256.0,24677.0,16181.0,6644.0,1901.0,377.0,41.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
466.0,2227.0,6908.0,15893.0,24442.0,24289.0,16175.0,6917.0,2119.0,447.0,60.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
573.0,2440.0,7196.0,15853.0,23946.0,23628.0,16019.0,7310.0,2341.0,543.0,78.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679.0,2563.0,7494.0,15913.0,23191.0,23285.0,15902.0,7623.0,2496.0,632.0,108.0,18.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783.0,2790.0,7767.0,15881.0,22531.0,22905.0,15785.0,7819.0,2726.0,734.0,134.0,23.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
875.0,3006.0,7988.0,15847.0,22111.0,22302.0,15731.0,8029.0,2944.0,826.0,170.0,27.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
982.0,3175.0,8163.0,15768.0,21683.0,21899.0,15621.0,8239.0,3122.0,918.0,196.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1109.0,3325.0,8380.0,15677.0,21297.0,21449.0,15547.0,8329.0,3372.0,1028.0,227.0,36.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1225.0,3638.0,8347.0,15680.0,20927.0,20931.0,15542.0,8443.0,3585.0,1116.0,266.0,47.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1360.0,3738.0,8574.0,15618.0,20427.0,20480.0,15691.0,8542.0,3680.0,1221.0,311.0,65.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1491.0,3944.0,8735.0,15366.0,20266.0,20021.0,15638.0,8673.0,3806.0,1329.0,354.0,70.0,13.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1686.0,4035.0,8967.0,15120.0,19947.0,19763.0,15422.0,8860.0,3946.0,1446.0,403.0,79.0,14.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1794.0,4178.0,9184.0,14875.0,19605.0,19490.0,15333.0,8896.0,4172.0,1514.0,466.0,89.0,22.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1875.0,4404.0,9053.0,15013.0,19254.0,19185.0,15195.0,8957.0,4371.0,1617.0,487.0,115.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2031.0,4479.0,9149.0,14918.0,19080.0,18914.0,14966.0,9095.0,4444.0,1724.0,557.0,125.0,30.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2160.0,4691.0,9274.0,14685.0,18723.0,18767.0,14768.0,9179.0,4614.0,1856.0,585.0,147.0,30.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2263.0,4849.0,9356.0,14520.0,18426.0,18687.0,14607.0,9199.0,4728.0,1945.0,655.0,161.0,40.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2424.0,5050.0,9285.0,14529.0,18130.0,18433.0,14521.0,9250.0,4841.0,2028.0,693.0,193.0,41.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2554.0,5132.0,9391.0,14475.0,17846.0,18017.0,14525.0,9387.0,4921.0,2121.0,717.0,226.0,46.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2666.0,5233.0,9484.0,14367.0,17644.0,17700.0,14490.0,9371.0,5064.0,2182.0,799.0,242.0,57.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2774.0,5418.0,9537.0,14184.0,17503.0,17429.0,14259.0,9498.0,5168.0,2273.0,866.0,274.0,69.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2948.0,5545.0,9559.0,14090.0,17218.0,17294.0,14098.0,9507.0,5277.0,2391.0,904.0,302.0,90.0,14.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3082.0,5656.0,9626.0,13932.0,16930.0,17176.0,13942.0,9602.0,5291.0,2482.0,1001.0,316.0,90.0,19.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3220.0,5717.0,9701.0,13878.0,16823.0,16797.0,13881.0,9690.0,5320.0,2554.0,1080.0,336.0,95.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3300.0,5851.0,9744.0,13732.0,16613.0,16741.0,13682.0,9685.0,5477.0,2593.0,1122.0,383.0,103.0,24.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3479.0,6026.0,9620.0,13760.0,16404.0,16478.0,13718.0,9596.0,5575.0,2693.0,1166.0,391.0,123.0,27.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3609.0,6060.0,9792.0,13620.0,16224.0,16157.0,13692.0,9629.0,5676.0,2712.0,1235.0,457.0,123.0,30.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3737.0,6147.0,9747.0,13658.0,16021.0,16014.0,13455.0,9748.0,5662.0,2823.0,1261.0,509.0,138.0,36.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3837.0,6266.0,9750.0,13568.0,15892.0,15833.0,13333.0,9697.0,5808.0,2873.0,1315.0,528.0,153.0,42.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3974.0,6386.0,9788.0,13410.0,15716.0,15675.0,13305.0,9662.0,5813.0,2978.0,1389.0,549.0,170.0,41.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4083.0,6405.0,9863.0,13423.0,15496.0,15633.0,13057.0,9707.0,5860.0,3076.0,1418.0,564.0,187.0,52.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4184.0,6486.0,9893.0,13348.0,15268.0,15488.0,13081.0,9588.0,6032.0,3118.0,1441.0,583.0,199.0,58.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4300.0,6625.0,9762.0,13305.0,15146.0,15220.0,13080.0,9564.0,6073.0,3191.0,1506.0,630.0,206.0,71.0,18.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4395.0,6707.0,9807.0,13208.0,14988.0,15165.0,12902.0,9553.0,6072.0,3307.0,1566.0,655.0,213.0,82.0,17.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4735.0,6847.0,9936.0,12776.0,14741.0,14949.0,12751.0,9376.0,6142.0,3544.0,1634.0,718.0,275.0,101.0,25.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5018.0,7093.0,9854.0,12692.0,14490.0,14480.0,12446.0,9537.0,6171.0,3583.0,1881.0,753.0,314.0,125.0,31.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5224.0,7359.0,9834.0,12640.0,14227.0,14004.0,12412.0,9372.0,6312.0,3686.0,1952.0,858.0,352.0,130.0,42.0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5642.0,7256.0,9900.0,12475.0,13824.0,13884.0,12042.0,9588.0,6251.0,3793.0,2094.0,939.0,388.0,135.0,55.0,13.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5898.0,7519.0,9781.0,12273.0,13729.0,13612.0,11970.0,9301.0,6372.0,3908.0,2161.0,1025.0,444.0,172.0,54.0,17.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5996.0,7587.0,9987.0,12021.0,13400.0,13430.0,11758.0,9301.0,6414.0,3961.0,2247.0,1143.0,469.0,200.0,73.0,24.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
6228.0,7851.0,9906.0,11849.0,13275.0,13080.0,11611.0,9298.0,6264.0,4156.0,2347.0,1167.0,550.0,217.0,79.0,32.0,10.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
6426.0,8031.0,9970.0,11735.0,12907.0,12985.0,11449.0,9108.0,6399.0,4196.0,2468.0,1235.0,582.0,242.0,101.0,32.0,18.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
6669.0,8155.0,9976.0,11615.0,12816.0,12555.0,11336.0,9116.0,6404.0,4316.0,2516.0,1276.0,652.0,279.0,112.0,39.0,16.0,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0
6871.0,8225.0,10020.0,11546.0,12572.0,12339.0,11143.0,8978.0,6490.0,4342.0,2564.0,1420.0,674.0,325.0,123.0,44.0,14.0,12.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0
7108.0,8326.0,9949.0,11358.0,12560.0,12096.0,10902.0,9064.0,6538.0,4281.0,2699.0,1462.0,722.0,338.0,143.0,42.0,21.0,18.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
7222.0,8455.0,9862.0,11362.0,12249.0,11920.0,10784.0,9111.0,6442.0,4404.0,2725.0,1493.0,767.0,403.0,151.0,44.0,24.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0
7581.0,8469.0,9999.0,11259.0,11993.0,11782.0,10734.0,8864.0,6491.0,4413.0,2766.0,1625.0,813.0,420.0,168.0,64.0,28.0,15.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0
7715.0,8648.0,9901.0,11323.0,11769.0,11671.0,10470.0,8864.0,6573.0,4364.0,2809.0,1698.0,877.0,447.0,175.0,77.0,31.0,15.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
7757.0,8773.0,9937.0,11286.0,11543.0,11519.0,10512.0,8602.0,6525.0,4437.0,2869.0,1753.0,936.0,499.0,196.0,77.0,38.0,13.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0
8071.0,8837.0,9976.0,11020.0,11597.0,11380.0,10288.0,8534.0,6501.0,4521.0,2893.0,1776.0,990.0,543.0,213.0,93.0,37.0,18.0,8.0,3.0,1.0,1.0,0.0,0.0,0.0
8280.0,8800.0,10099.0,10765.0,11445.0,11408.0,10159.0,8453.0,6464.0,4543.0,2988.0,1819.0,1033.0,559.0,231.0,102.0,46.0,14.0,11.0,1.0,2.0,2.0,0.0,0.0,0.0
8347.0,8908.0,10127.0,10703.0,11207.0,11387.0,10032.0,8403.0,6484.0,4583.0,3024.0,1829.0,1035.0,603.0,260.0,118.0,45.0,21.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0
8633.0,9072.0,9952.0,10634.0,11309.0,10953.0,10006.0,8251.0,6540.0,4537.0,3141.0,1876.0,1111.0,583.0,308.0,126.0,57.0,22.0,10.0,5.0,0.0,1.0,2.0,0.0,0.0
8853.0,9129.0,9967.0,10607.0,11033.0,11042.0,9786.0,8215.0,6495.0,4637.0,3139.0,1900.0,1149.0,605.0,329.0,140.0,75.0,18.0,9.0,6.0,1.0,0.0,2.0,1.0,0.0
8679.0,9326.0,9933.0,10716.0,10859.0,10934.0,9639.0,8170.0,6412.0,4572.0,3264.0,1974.0,1147.0,656.0,339.0,155.0,83.0,26.0,8.0,6.0,1.0,0.0,2.0,0.0,1.0
8976.0,9229.0,10047.0,10565.0,10878.0,10581.0,9701.0,8136.0,6390.0,4610.0,3245.0,2007.0,1205.0,677.0,358.0,166.0,89.0,30.0,13.0,2.0,3.0,1.0,1.0,1.0,0.0
9071.0,9415.0,9898.0,10556.0,10751.0,10543.0,9567.0,8087.0,6398.0,4616.0,3192.0,2107.0,1186.0,747.0,368.0,180.0,91.0,41.0,8.0,5.0,2.0,1.0,0.0,1.0,1.0
9191.0,9413.0,9973.0,10482.0,10666.0,10398.0,9482.0,8089.0,6349.0,4625.0,3221.0,2114.0,1270.0,745.0,400.0,182.0,99.0,36.0,19.0,3.0,2.0,1.0,0.0,2.0,0.0
9263.0,9484.0,10070.0,10407.0,10643.0,10309.0,9378.0,7918.0,6324.0,4716.0,3194.0,2172.0,1292.0,776.0,417.0,195.0,113.0,38.0,17.0,5.0,2.0,1.0,0.0,0.0,2.0
9405.0,9465.0,10029.0,10556.0,10429.0,10275.0,9288.0,7917.0,6157.0,4700.0,3305.0,2177.0,1348.0,792.0,427.0,231.0,100.0,49.0,23.0,3.0,3.0,0.0,0.0,0.0,2.0
9555.0,9473.0,10035.0,10608.0,10352.0,10052.0,9174.0,7918.0,6106.0,4669.0,3370.0,2189.0,1440.0,797.0,448.0,225.0,118.0,56.0,23.0,6.0,3.0,0.0,0.0,1.0,1.0
9666.0,9656.0,9931.0,10465.0,10461.0,9872.0,9110.0,7766.0,6227.0,4700.0,3294.0,2271.0,1410.0,876.0,428.0,264.0,107.0,66.0,22.0,7.0,4.0,1.0,0.0,0.0,1.0
9722.0,9692.0,10086.0,10408.0,10250.0,9793.0,9089.0,7780.0,6180.0,4646.0,3390.0,2262.0,1446.0,856.0,491.0,244.0,134.0,56.0,24.0,10.0,4.0,1.0,0.0,0.0,0.0
9824.0,9756.0,10004.0,10373.0,10202.0,9837.0,8903.0,7701.0,6165.0,4606.0,3415.0,2290.0,1466.0,940.0,512.0,250.0,123.0,71.0,24.0,16.0,2.0,2.0,0.0,0.0,0.0
9867.0,9908.0,9988.0,10300.0,10187.0,9519.0,9005.0,7673.0,6123.0,4605.0,3405.0,2340.0,1480.0,949.0,530.0,264.0,142.0,65.0,33.0,15.0,4.0,0.0,1.0,0.0,0.0
9992.0,10002.0,10000.0,10291.0,9971.0,9636.0,8862.0,7512.0,6052.0,4727.0,3378.0,2373.0,1534.0,933.0,582.0,274.0,140.0,76.0,30.0,16.0,6.0,1.0,1.0,0.0,1.0
10132.0,9938.0,10077.0,10276.0,10009.0,9504.0,8757.0,7450.0,6102.0,4718.0,3420.0,2345.0,1509.0,987.0,571.0,315.0,149.0,79.0,44.0,15.0,3.0,2.0,2.0,0.0,1.0
10249.0,10077.0,9948.0,10143.0,10095.0,9424.0,8611.0,7419.0,6144.0,4661.0,3488.0,2352.0,1568.0,962.0,609.0,306.0,162.0,94.0,48.0,13.0,2.0,2.0,2.0,1.0,1.0
10317.0,10003.0,9997.0,10233.0,9995.0,9330.0,8472.0,7388.0,6161.0,4662.0,3464.0,2387.0,1587.0,1016.0,604.0,313.0,179.0,85.0,50.0,19.0,7.0,0.0,1.0,2.0,0.0
10491.0,10039.0,9908.0,10436.0,9778.0,9217.0,8442.0,7283.0,6170.0,4707.0,3460.0,2404.0,1596.0,1046.0,614.0,334.0,188.0,97.0,44.0,24.0,7.0,1.0,1.0,2.0,0.0
10497.0,10158.0,10114.0,10041.0,9944.0,9065.0,8391.0,7243.0,6060.0,4704.0,3500.0,2457.0,1604.0,1054.0,661.0,348.0,191.0,89.0,57.0,22.0,10.0,1.0,1.0,2.0,0.0
10542.0,10237.0,10112.0,10038.0,9750.0,9081.0,8417.0,7150.0,5974.0,4783.0,3478.0,2475.0,1671.0,1035.0,655.0,365.0,202.0,103.0,50.0,23.0,14.0,3.0,1.0,1.0,0.0
10820.0,10282.0,10100.0,9945.0,9610.0,9091.0,8502.0,6986.0,5970.0,4713.0,3549.0,2513.0,1652.0,1081.0,653.0,378.0,207.0,120.0,40.0,28.0,13.0,5.0,1.0,1.0,0.0
10850.0,10347.0,10104.0,9861.0,9564.0,9125.0,8283.0,6955.0,6014.0,4661.0,3604.0,2502.0,1667.0,1084.0,694.0,415.0,210.0,126.0,45.0,25.0,10.0,7.0,1.0,2.0,0.0
10963.0,10448.0,10112.0,9817.0,9584.0,8968.0,8121.0,6978.0,6034.0,4661.0,3570.0,2461.0,1771.0,1096.0,698.0,456.0,212.0,124.0,46.0,23.0,11.0,7.0,3.0,1.0,1.0
10911.0,10413.0,10221.0,9913.0,9410.0,8859.0,8130.0,6977.0,5936.0,4718.0,3606.0,2489.0,1712.0,1155.0,685.0,452.0,242.0,129.0,46.0,27.0,15.0,5.0,5.0,0.0,1.0
11095.0,10490.0,10228.0,9942.0,9255.0,8779.0,8088.0,6987.0,5916.0,4671.0,3529.0,2585.0,1725.0,1165.0,699.0,470.0,263.0,137.0,52.0,22.0,15.0,10.0,3.0,1.0,0.0
11018.0,10504.0,10207.0,9923.0,9360.0,8706.0,8038.0,6938.0,5840.0,4758.0,3497.0,2558.0,1773.0,1149.0,716.0,476.0,270.0,144.0,57.0,30.0,15.0,8.0,2.0,2.0,0.0
11034.0,10755.0,10213.0,9781.0,9248.0,8749.0,7933.0,6850.0,5961.0,4621.0,3604.0,2512.0,1759.0,1191.0,752.0,474.0,290.0,141.0,60.0,36.0,16.0,7.0,5.0,1.0,0.0
10962.0,10851.0,10235.0,9770.0,9295.0,8673.0,7861.0,6806.0,5863.0,4668.0,3555.0,2549.0,1784.0,1215.0,795.0,486.0,271.0,156.0,60.0,35.0,22.0,7.0,3.0,2.0,0.0
11333.0,10660.0,10270.0,9885.0,9174.0,8515.0,7912.0,6847.0,5740.0,4707.0,3484.0,2584.0,1850.0,1193.0,797.0,516.0,265.0,171.0,67.0,31.0,27.0,8.0,4.0,1.0,0.0
11415.0,10727.0,10241.0,9835.0,9241.0,8422.0,7871.0,6705.0,5828.0,4614.0,3530.0,2609.0,1822.0,1214.0,834.0,506.0,287.0,166.0,74.0,43.0,20.0,10.0,3.0,1.0,0.0
11259.0,10852.0,10273.0,9832.0,9261.0,8359.0,7798.0,6716.0,5631.0,4693.0,3533.0,2616.0,1823.0,1270.0,824.0,527.0,300.0,163.0,81.0,52.0,22.0,8.0,3.0,1.0,1.0
11369.0,10957.0,10284.0,9741.0,9127.0,8463.0,7594.0,6843.0,5566.0,4624.0,3512.0,2697.0,1787.0,1291.0,865.0,545.0,316.0,168.0,81.0,49.0,22.0,9.0,4.0,1.0,1.0
11438.0,10911.0,10340.0,9614.0,9107.0,8502.0,7559.0,6825.0,5636.0,4523.0,3527.0,2643.0,1857.0,1272.0,864.0,570.0,304.0,181.0,96.0,52.0,22.0,10.0,6.0,2.0,0.0
11372.0,10922.0,10378.0,9683.0,9021.0,8455.0,7555.0,6731.0,5700.0,4470.0,3510.0,2669.0,1886.0,1271.0,877.0,555.0,316.0,187.0,97.0,65.0,16.0,17.0,4.0,2.0,0.0
11498.0,11074.0,10353.0,9528.0,9158.0,8470.0,7394.0,6711.0,5607.0,4522.0,3546.0,2635.0,1917.0,1297.0,879.0,534.0,342.0,193.0,110.0,56.0,25.0,15.0,3.0,3.0,1.0
11503.0,11169.0,10315.0,9456.0,9175.0,8270.0,7550.0,6495.0,5624.0,4553.0,3605.0,2587.0,1897.0,1367.0,862.0,567.0,338.0,208.0,104.0,58.0,32.0,13.0,4.0,3.0,1.0
11709.0,11128.0,10269.0,9504.0,9088.0,8328.0,7460.0,6440.0,5622.0,4500.0,3592.0,2649.0,1915.0,1372.0,878.0,567.0,348.0,196.0,121.0,66.0,32.0,17.0,5.0,1.0,3.0
11674.0,11055.0,10352.0,9542.0,8859.0,8356.0,7437.0,6508.0,5581.0,4496.0,3542.0,2660.0,1927.0,1366.0,920.0,579.0,353.0,203.0,115.0,67.0,34.0,18.0,7.0,3.0,3.0
11906.0,11012.0,10272.0,9594.0,8926.0,8315.0,7346.0,6428.0,5521.0,4538.0,3478.0,2694.0,1922.0,1424.0,916.0,584.0,372.0,204.0,120.0,64.0,47.0,14.0,7.0,3.0,2.0
11747.0,11010.0,10248.0,9581.0,9013.0,8134.0,7434.0,6558.0,5353.0,4507.0,3465.0,2676.0,1994.0,1391.0,939.0,609.0,380.0,202.0,121.0,76.0,43.0,16.0,9.0,2.0,2.0
11945.0,11118.0,10123.0,9604.0,8903.0,8164.0,7422.0,6446.0,5387.0,4497.0,3449.0,2639.0,2002.0,1412.0,946.0,646.0,402.0,192.0,121.0,91.0,39.0,18.0,9.0,2.0,1.0
11982.0,11159.0,10241.0,9452.0,8966.0,8080.0,7367.0,6416.0,5460.0,4363.0,3533.0,2648.0,1962.0,1453.0,968.0,634.0,380.0,228.0,130.0,85.0,42.0,23.0,9.0,2.0,3.0
11864.0,11210.0,10193.0,9583.0,8966.0,7958.0,7412.0,6312.0,5454.0,4394.0,3474.0,2691.0,1993.0,1396.0,1001.0,644.0,375.0,246.0,132.0,91.0,40.0,23.0,10.0,4.0,2.0
12147.0,11145.0,10272.0,9721.0,8717.0,7924.0,7346.0,6418.0,5355.0,4418.0,3450.0,2697.0,2010.0,1413.0,991.0,679.0,355.0,266.0,126.0,98.0,43.0,27.0,9.0,2.0,3.0
12127.0,11040.0,10391.0,9559.0,8813.0,7948.0,7232.0,6303.0,5376.0,4500.0,3415.0,2680.0,2026.0,1421.0,1006.0,655.0,385.0,249.0,154.0,95.0,54.0,30.0,8.0,3.0,1.0
12115.0,11173.0,10323.0,9572.0,8762.0,7892.0,7230.0,6311.0,5372.0,4436.0,3450.0,2644.0,2055.0,1450.0,971.0,674.0,405.0,257.0,151.0,100.0,56.0,29.0,8.0,5.0,0.0
12148.0,11277.0,10214.0,9673.0,8666.0,7936.0,7222.0,6184.0,5370.0,4411.0,3443.0,2629.0,2077.0,1458.0,987.0,675.0,436.0,261.0,167.0,91.0,55.0,34.0,13.0,1.0,1.0
12213.0,11369.0,10175.0,9630.0,8673.0,7909.0,7200.0,6364.0,5145.0,4410.0,3457.0,2610.0,2082.0,1500.0,982.0,669.0,431.0,290.0,174.0,79.0,60.0,32.0,19.0,3.0,0.0
12321.0,11299.0,10357.0,9570.0,8760.0,7834.0,7142.0,6264.0,5280.0,4335.0,3399.0,2679.0,2011.0,1498.0,1048.0,650.0,449.0,295.0,161.0,96.0,71.0,36.0,13.0,4.0,0.0
12305.0,11369.0,10436.0,9470.0,8651.0,8078.0,7023.0,6086.0,5320.0,4369.0,3419.0,2651.0,1964.0,1542.0,1052.0,676.0,445.0,293.0,166.0,107.0,64.0,34.0,17.0,6.0,0.0
12374.0,11457.0,10410.0,9502.0,8747.0,7887.0,6993.0,6078.0,5288.0,4371.0,3482.0,2557.0,2021.0,1509.0,1058.0,691.0,466.0,305.0,180.0,110.0,49.0,41.0,16.0,7.0,1.0
12271.0,11509.0,10436.0,9584.0,8630.0,7929.0,7087.0,5971.0,5245.0,4313.0,3433.0,2646.0,1983.0,1535.0,1072.0,696.0,467.0,302.0,189.0,114.0,61.0,35.0,20.0,4.0,3.0
